;KEY;CowKEY;Records source;Farm;Cow Code;Cow Name;Calving No;CowCalvingKEY;Date;Week;CowCalvPeakProdAvg;CowCalvPeakProdAvgDIM;DistProdToday;DistProdAvg;DistFarm;DistFPM;DistWeight;DistJaanos;DistSyo;DistLyps;AngleProdToday;AngleProdAvg;AngleFarm;AngleFPM;AngleWeight;AngleJaanos;AngleSyo;AngleLyps;SlopeProdToday;SlopeProdAvg;SlopeFarm;SlopeFPM;SlopeWeight;SlopeJaanos;SlopeSyo;SlopeLyps;DiffProdToday;DiffProdAvg;DiffFarm;DiffFPM;DiffWeight;DiffJaanos;DiffSyo;DiffLyps;DiffDIM;DIM-P2;DIM-P1;Lypsy-P2;Lypsy-P1;Syo-P2;Syo-P1;Jaanos-P2;Jaanos-P1;Weight-P2;Weight-P1;FeedPerMilk-P2;FeedPerMilk-P1;FarmProd-P2;FarmProd-P1;ProdAvg-P2;ProdAvg-P1;ProdToday-P2;ProdToday-P1;Unnamed: 63
417;LR-104061-440-Litra-20180327-2-46-38,4;LR-104061-440-Litra;LR;104061;440;Litra;2;104061-440-Litra-2;20180327;13;42;46;16,07513608;14,86606875;14,07253812;14,00000514;14;14,00028928;14,00515619;14,00035714;0,513744932;0,34302394;0,101577762;-0,000857143;0;0,006428483;0,027136194;0,007142736;0,564285714;0,357142857;0,101928571;-0,000857143;0;0,006428571;0,027142857;0,007142857;7,9;5;1,427;-0,012;0;0,09;0,38;0,1;14;31;17;4,4;4,3;6,12;5,74;0,45;0,36;0;0;0,139;0,151;35,95;34,523;41,9;36,9;45,4;37,5;
427;LR-104225-1010-juulia-20180208-4-79-44,7;LR-104225-1010-juulia;LR;104225;1010;juulia;4;104225-1010-juulia-4;20180208;6;42,9;79;25,96150997;26,63906905;25,00321581;25,00002312;25;25,000072;25,10466291;25,07209604;0,273008703;0,352619605;-0,016038625;0,001359999;0;0,002399995;0,09134509;0,07585418;0,28;0,368;-0,01604;0,00136;0;0,0024;0,0916;0,076;7;9,2;-0,401;0,034;0;0,06;2,29;1,9;25;28;3;4;2,1;4,47;2,18;0,09;0,03;0;0;0,117;0,083;27,818;28,219;37,7;28,5;37,9;30,9;
429;LR-104225-1086-kesÃ¤tuuli-20161201-2-113-38,1;LR-104225-1086-kesÃ¤tuuli;LR;104225;1086;kesÃ¤tuuli;2;104225-1086-kesÃ¤tuuli-2;20161201;49;37,1;113;45,05374568;45,00099999;45,00004271;45,00000004;383,6482764;45,00040111;45,00058777;45;-0,048849994;-0,006666568;0,001377777;-4,44E-05;-1,453230753;-0,004222197;-0,005111067;0;-0,048888889;-0,006666667;0,001377778;-4,44E-05;-8,466666667;-0,004222222;-0,005111111;0;-2,2;-0,3;0,062;-0,002;-381;-0,19;-0,23;0;45;75;30;2,6;2,6;2,41;2,64;0,03;0,22;0;381;0,073;0,075;28,325;28,263;35,2;35,5;33,8;36;
430;LR-104225-1086-kesätuuli-20180416-3-98-38,3;LR-104225-1086-kesätuuli;LR;104225;1086;kesätuuli;3;104225-1086-kesätuuli-3;20180416;16;38;98;35,98277366;31,34980064;28,0072677;28,00015114;28;28,02700305;28,02527609;28,01446055;0,679081193;0,466500668;-0,022781772;-0,003285702;0;-0,043900347;0,042474439;0,032131794;0,807142857;0,503571429;-0,022785714;-0,003285714;0;-0,043928571;0,0425;0,032142857;22,6;14,1;-0,638;-0,092;0;-1,23;1,19;0,9;28;59;31;2,9;2;3,95;2,76;0,05;1,28;0;0;0,117;0,209;30,268;30,906;33,8;19,7;32,3;9,7;
440;LR-104225-1182-las,palmas-20161201-1-91-30,5;LR-104225-1182-las,palmas;LR;104225;1182;las,palmas;1;104225-1182-las,palmas-1;20161201;49;28,8;91;47,06846078;45,93081754;45,00004271;45,00005921;146,1027036;45,00386761;45,06131933;45,00544412;0,297561725;0,201665389;0,001377777;0,001622221;-1,257703565;-0,01311036;0,052174827;0,015554301;0,306666667;0,204444444;0,001377778;0,001622222;-3,088888889;-0,013111111;0,052222222;0,015555556;13,8;9,2;0,062;0,073;-139;-0,59;2,35;0,7;45;53;8;2,4;1,7;3,34;0,99;0,07;0,66;0;139;0,117;0,044;28,325;28,263;26,9;17,7;28,4;14,6;
456;LR-104225-680-hellÃ¤-20171124-6-103-48,1;LR-104225-680-hellÃ¤;LR;104225;680;hellÃ¤;6;104225-680-hellÃ¤-6;20171124;47;46,1;103;29,01103238;29,13485885;29,00624767;29,00003648;29;29,00000172;29,06888371;29,00844705;0,027579212;0,096253365;-0,02075564;0,001586206;0;0,000344828;0,068856489;-0,024133245;0,027586207;0,096551724;-0,020758621;0,001586207;0;0,000344828;0,068965517;-0,024137931;0,8;2,8;-0,602;0,046;0;0,01;2;-0,7;29;73;44;3,3;4;5,45;3,45;0,09;0,08;0;0;0,125;0,079;27,928;28,53;43,8;41;45,2;44,4;
473;LR-106460-1405-Kirveli-20170720-2-40-54,4;LR-106460-1405-Kirveli;LR;106460;1405;Kirveli;2;106460-1405-Kirveli-2;20170720;29;51,8;40;15,78892017;17,866449;14,00020628;14,00000604;26,07680962;14,00003214;14,01508116;14,01748908;0,48064314;0,670370341;0,005428518;-0,000928571;-1,004067109;0,002142854;0,046395254;0,049958396;0,521428571;0,792857143;0,005428571;-0,000928571;-1,571428571;0,002142857;0,046428571;0,05;7,3;11,1;0,076;-0,013;-22;0,03;0,65;0,7;14;26;12;3,6;2,9;6,66;6,01;0,15;0,12;621;643;0,13;0,143;33,008;32,932;50,6;39,5;50,6;43,3;
487;LR-106460-738-Kanu-20180213-3-41-47,9;LR-106460-738-Kanu;LR;106460;738;Kanu;3;106460-738-Kanu-3;20180213;7;46,6;41;11,01635148;11,88486432;11,00801526;11;12,08304597;11,00011364;11,00164079;11,01635148;0,054491456;0,388318718;-0,03816328;0;-0,426627493;0,004545423;0,01727101;-0,054491456;0,054545455;0,409090909;-0,038181818;0;-0,454545455;0,004545455;0,017272727;-0,054545455;0,6;4,5;-0,42;0;-5;0,05;0,19;-0,6;11;27;16;3,1;3,7;5,48;5,29;0,22;0,17;698;703;0,123;0,123;33,797;34,217;45,2;40,7;44,7;44,1;
493;LR-106460-787-Milli-20170706-1-33-36,7;LR-106460-787-Milli;LR;106460;787;Milli;1;106460-787-Milli-1;20170706;27;35,7;33;16,9649639;16,77378908;13,04371454;13,00001388;15,8113883;13,00024615;13,26535337;13,08625233;0,697757135;0,68405166;0,081893357;0,001461537;-0,605544664;-0,006153768;0,200352382;0,114876605;0,838461538;0,815384615;0,082076923;0,001461538;-0,692307692;-0,006153846;0,203076923;0,115384615;10,9;10,6;1,067;0,019;-9;-0,08;2,64;1,5;13;19;6;3,3;1,8;6,54;3,9;0,21;0,29;446;455;0,183;0,164;32,932;31,865;34,7;24,1;35,2;24,3;
498;LR-108914-1073-Iitar-20180207-5-84-45,2;LR-108914-1073-Iitar;LR;108914;1073;Iitar;5;108914-1073-Iitar-5;20180207;6;46,5;84;35,99847219;31;31,27761123;31,00002845;40,45985665;31,00001452;31,00660575;31,01306176;-0,533273362;0;0,133333251;0,001354838;0,697902823;0,000967742;0,020642229;-0,029024105;-0,590322581;0;0,134129032;0,001354839;0,838709677;0,000967742;0,020645161;-0,029032258;-18,3;0;4,158;0,042;26;0,03;0,64;-0,9;31;51;20;4,4;5,3;6,93;6,29;0,19;0,16;680;654;0,147;0,105;30,573;26,415;42,6;42,6;44,9;63,2;
502;LR-108914-1245-Jodi-20180308-4-77-49,4;LR-108914-1245-Jodi;LR;108914;1245;Jodi;4;108914-1245-Jodi-4;20180308;10;49,4;77;33,18508701;33,26619906;33,02221254;33,00000388;90,24965374;33,00829593;33,00000606;33,08715763;-0,105665582;0,126592127;0,03668051;0,000484848;-1,196462711;0,022420485;0,000606061;-0,072599454;-0,106060606;0,127272727;0,03669697;0,000484848;-2,545454545;0,022424242;0,000606061;-0,072727273;-3,5;4,2;1,211;0,016;-84;0,74;0,02;-2,4;33;48;15;2,6;5;6,17;6,15;0,87;0,13;661;745;0,158;0,142;31,784;30,573;43,7;39,5;40,2;43,7;
542;LR-108914-981-Halme-20171009-5-72-42,9;LR-108914-981-Halme;LR;108914;981;Halme;5;108914-981-Halme-5;20171009;41;40,9;72;37,31005226;36,00013889;36,01075395;36,00000556;50,20956084;36,02032898;36,02567973;36,00499965;-0,265781903;-0,002777771;0,024439577;0,000555555;0,771314588;0,033598463;0,037759822;-0,016665124;-0,272222222;-0,002777778;0,024444444;0,000555556;0,972222222;0,033611111;0,037777778;-0,016666667;-9,8;-0,1;0,88;0,02;35;1,21;1,36;-0,6;36;47;11;2,3;2,9;8,05;6,69;1,34;0,13;646;611;0,194;0,174;32,248;31,368;37,2;37,3;29,3;39,1;
543;LR-109000-106-Liina-20170821-2-63-32,7;LR-109000-106-Liina;LR;109000;106;Liina;2;109000-106-Liina-2;20170821;34;35,4;63;26,57066051;26,3104542;25,000008;25,00006498;25;25,000008;25,000288;25,00079999;0,345555581;0,316942899;-0,0008;-0,002279996;0;0,0008;-0,004799963;-0,007999829;0,36;0,328;-0,0008;-0,00228;0;0,0008;-0,0048;-0,008;9;8,2;-0,02;-0,057;0;0,02;-0,12;-0,2;25;35;10;3,4;3,6;5,79;5,91;0,16;0,14;0;0;0,163;0,22;29,08;29,1;34,2;26;35,9;26,9;
558;LR-109000-277-Missi-20180420-2-84-47;LR-109000-277-Missi;LR;109000;277;Missi;2;109000-277-Missi-2;20180420;16;46,4;84;28,0016071;28,18226393;28,01162703;28,00011429;28;28,00002857;28,20207262;28,0016071;0,010713876;0,113792007;0,028813452;0,002857135;0;0,00142857;0,119780984;-0,010713876;0,010714286;0,114285714;0,028821429;0,002857143;0;0,001428571;0,120357143;-0,010714286;0,3;3,2;0,807;0,08;0;0,04;3,37;-0,3;28;46;18;3,1;3,4;8,22;4,85;0,13;0,09;0;0;0,195;0,115;30,488;29,681;43,8;40,6;43,4;43,1;
577;LR-109221-251-JÖÖKUKKA-20170519-3-50-52,8;LR-109221-251-JÖÖKUKKA;LR;109221;251;JÖÖKUKKA;3;109221-251-JÖÖKUKKA-3;20170519;20;55,5;50;25,75965838;25,16028617;23,05043548;23,00000217;43,56604182;23,00000217;23,01533402;23,00021739;0,467119817;0,417417227;0,066164151;-0,000434783;-1,014630097;-0,000434783;0,036505514;0,004347799;0,504347826;0,443478261;0,06626087;-0,000434783;-1,608695652;-0,000434783;0,036521739;0,004347826;11,6;10,2;1,524;-0,01;-37;-0,01;0,84;0,1;23;36;13;3,1;3;6,58;5,74;0,1;0,11;706;743;0,126;0,136;34,982;33,458;53,1;42,9;54,7;43,1;
579;LR-109221-255-JAMBALAYA-20180403-4-44-50,4;LR-109221-255-JAMBALAYA;LR;109221;255;JAMBALAYA;4;109221-255-JAMBALAYA-4;20180403;14;50,3;44;18,26499384;18,91137224;18,02687594;18,00002844;23,43074903;18,00013611;18,1;18,01360597;0,170549165;0,311717446;0,054612308;0,001777776;-0,694738276;0,003888869;0,105166123;0,038869302;0,172222222;0,322222222;0,054666667;0,001777778;-0,833333333;0,003888889;0,105555556;0,038888889;3,1;5,8;0,984;0,032;-15;0,07;1,9;0,7;18;29;11;4,4;3,7;6;4,1;0,14;0,07;720;735;0,13;0,098;32,956;31,972;48,2;42,4;45;41,9;
588;LR-109221-290-GLÃGI-20180216-3-67-44,9;LR-109221-290-GLÃGI;LR;109221;290;GLÃGI;3;109221-290-GLÃGI-3;20180216;7;45,8;67;16,51696098;16,15054179;16,16789955;16,00000013;31,38470965;16,00007812;16,06922836;16;0,250852311;0,136643162;-0,144241265;0,000125;-1,035841253;0,00312499;0,092857191;0;0,25625;0,1375;-0,14525;0,000125;-1,6875;0,003125;0,093125;0;4,1;2,2;-2,324;0,002;-27;0,05;1,49;0;16;39;23;3,9;3,9;7,05;5,56;0,2;0,15;706;733;0,146;0,144;34,811;37,135;44,1;41,9;44,3;40,2;
599;LR-109221-317-MANTA-20170221-1-75-28,8;LR-109221-317-MANTA;LR;109221;317;MANTA;1;109221-317-MANTA-1;20170221;8;29,9;75;39,35733731;39,40317246;35,00178008;35,01852825;43,01162634;35,0842543;35,0994245;35;0,475010756;0,477267652;-0,010085372;-0,032531376;-0,620249486;-0,069317337;0,075286008;0;0,514285714;0,517142857;-0,010085714;-0,032542857;-0,714285714;-0,069428571;0,075428571;0;18;18,1;-0,353;-1,139;-25;-2,43;2,64;0;35;36;1;2;2;5,55;2,91;0,46;2,89;516;541;0,247;1,386;30,627;30,98;21,5;3,4;22,6;4,6;
602;LR-109221-343-MATAMI-20171218-1-43-28,1;LR-109221-343-MATAMI;LR;109221;343;MATAMI;1;109221-343-MATAMI-1;20171218;51;29,3;43;14,01285124;14,64547712;14,00515619;14,00000229;17,20465053;14,00723028;14,00412796;14,00571312;-0,042830933;0,297996924;-0,027136194;-0,000571429;-0,620249486;-0,032131794;0,024280941;0,028563658;-0,042857143;0,307142857;-0,027142857;-0,000571429;-0,714285714;-0,032142857;0,024285714;0,028571429;-0,6;4,3;-0,38;-0,008;-10;-0,45;0,34;0,4;14;26;12;2,4;2;4,93;4,59;0,12;0,57;639;649;0,168;0,176;32,214;32,594;29;24,7;28;28,6;
643;LR-110885-204-MESTARI-20170927-1-66-33,9;LR-110885-204-MESTARI;LR;110885;204;MESTARI;1;110885-204-MESTARI-1;20170927;39;32,5;66;23,95600134;23,79516758;23,05083296;23,00006576;24,04163056;23,00007826;23,00048913;23,00021739;0,283460164;0,259248846;0,066423876;-0,0023913;-0,295440837;0,00260869;0,006521647;-0,004347799;0,291304348;0,265217391;0,066521739;-0,002391304;-0,304347826;0,002608696;0,006521739;-0,004347826;6,7;6,1;1,53;-0,055;-7;0,06;0,15;-0,1;23;33;10;2;2,1;5,63;5,48;0,17;0,11;514;521;0,173;0,228;36,434;34,904;28,6;22,5;32,6;25,9;
651;LR-110885-29-IHANA-20180116-5-51-49;LR-110885-29-IHANA;LR;110885;29;IHANA;5;110885-29-IHANA-5;20180116;3;49,2;51;41,08637244;40,91760013;22,00011457;22,00090907;62,03224968;22,25510279;23,40598428;22,1;1,005747152;1,003129902;-0,003227262;-0,009090659;-1,20825209;-0,151556134;0,348369485;0,095166207;1,577272727;1,568181818;-0,003227273;-0,009090909;-2,636363636;-0,152727273;0,363181818;0,095454545;34,7;34,5;-0,071;-0,2;-58;-3,36;7,99;2,1;22;23;1;3,1;1;8,9;0,91;0,16;3,52;716;774;0,231;0,431;35,735;35,806;38,1;3,6;39,7;5;
664;LR-111669-707-Japsitar-20180111-4-58-34,7;LR-111669-707-Japsitar;LR;111669;707;Japsitar;4;111669-707-Japsitar-4;20180111;2;37,4;58;1,077032961;1,004987562;1,123451824;1,003521798;601,0008319;1,009752445;2,111776503;2,692582404;0,380506377;0,099668652;-0,473201458;0,083803264;1,569132435;0,139095941;-1,077496395;1,19028995;0,4;0,1;-0,512;0,084;601;0,14;-1,86;2,5;0,4;0,1;-0,512;0,084;601;0,14;-1,86;2,5;1;28;27;2,6;0,1;6,09;7,95;0,14;0;676;75;0,174;0,09;32,209;32,721;35,1;35;35,7;35,3;
670;LR-111669-786-Leivos-20171016-2-67-37,3;LR-111669-786-Leivos;LR;111669;786;Leivos;2;111669-786-Leivos-2;20171016;42;35,8;67;38,07571404;37,94733192;36,00766653;36,00005868;61,6116872;36,0013347;36,20528276;36,00124998;0,331717002;0,321750554;0,020635959;0,001805554;0,946773274;-0,008610898;0,106539508;0,00833314;0,344444444;0,333333333;0,020638889;0,001805556;1,388888889;-0,008611111;0,106944444;0,008333333;12,4;12;0,743;0,065;50;-0,31;3,85;0,3;36;41;5;2,1;1,8;7,19;3,34;0,09;0,4;595;545;0,207;0,142;29,646;28,903;34,9;22,9;34,8;22,4;
681;LR-111689-48-Memory-20180116-1-65-38,1;LR-111689-48-Memory;LR;111689;48;Memory;1;111689-48-Memory-1;20180116;3;36,5;65;27,73084925;26,47054967;25,01662935;25,00000648;67,77905281;25,01247889;25,0049995;25,01999201;0,447519975;0,334891972;0,03646383;-0,00072;1,193029669;-0,031589488;0,019997334;0,039978687;0,48;0,348;0,03648;-0,00072;2,52;-0,0316;0,02;0,04;12;8,7;0,912;-0,018;63;-0,79;0,5;1;25;33;8;3;2;3,88;3,38;0,1;0,89;568;505;0,104;0,122;33,201;32,289;34,1;25,4;37,4;25,4;
684;LR-111689-520-Myy-20180116-1-72-45;LR-111689-520-Myy;LR;111689;520;Myy;1;111689-520-Myy-1;20180116;3;44,3;72;26,81585352;25,78158257;25,01662935;25,00000018;27,73084925;25,00005;25,01478763;25,00719896;0,370118939;0,246860128;0,03646383;-0,00012;0,447519975;0,001999997;0,03438644;0,023995394;0,388;0,252;0,03648;-0,00012;0,48;0,002;0,0344;0,024;9,7;6,3;0,912;-0,003;12;0,05;0,86;0,6;25;40;15;3,6;3;5,06;4,2;0,16;0,11;611;599;0,114;0,117;33,201;32,289;42,3;36;44,4;34,7;
695;LR-111689-763-Kitty-20171120-3-98-35,7;LR-111689-763-Kitty;LR;111689;763;Kitty;3;111689-763-Kitty-3;20171120;47;34,9;98;35,39901129;35,13701752;35,04111598;35,0000448;75,59100476;35,00032143;35,00017286;35;-0,15028679;-0,088340901;-0,048447773;0,001599999;-1,089399103;-0,004285688;0,003142847;0;-0,151428571;-0,088571429;-0,048485714;0,0016;-1,914285714;-0,004285714;0,003142857;0;-5,3;-3,1;-1,697;0,056;-67;-0,15;0,11;0;35;50;15;2;2;5,91;5,8;0,51;0,66;561;628;0,274;0,218;32,576;34,273;20,5;23,6;22,3;27,6;
696;LR-111689-792-Loisto-20171215-2-91-47,1;LR-111689-792-Loisto;LR;111689;792;Loisto;2;111689-792-Loisto-2;20171215;50;46,1;91;48,59794234;48,76433123;48,000858;48,00015759;49,03060269;48,00440084;48,19490533;48,0026041;0,157029776;0,17728564;-0,005979095;-0,002562494;0,205395389;0,013540839;-0,08996483;0,01041629;0,158333333;0,179166667;-0,005979167;-0,0025625;0,208333333;0,013541667;-0,090208333;0,010416667;7,6;8,6;-0,287;-0,123;10;0,65;-4,33;0,5;48;66;18;2,9;2,4;3,87;8,2;0,91;0,26;660;650;0,103;0,226;32,289;32,576;43,9;35,3;43;35,4;
699;LR-111689-817-Lumine-20171120-2-99-32,7;LR-111689-817-Lumine;LR;111689;817;Lumine;2;111689-817-Lumine-2;20171120;47;35,7;99;35,14598128;35,44516892;35,04111598;35,00002286;42,43819035;35,00146283;35,02564204;35,00057142;0,091175086;0,158655262;-0,048447773;0,001142857;0,601073754;0,009142602;0,038267024;-0,005714224;0,091428571;0,16;-0,048485714;0,001142857;0,685714286;0,009142857;0,038285714;-0,005714286;3,2;5,6;-1,697;0,04;24;0,32;1,34;-0,2;35;51;16;2,1;2,3;5,68;4,34;0,4;0,08;664;640;0,178;0,138;32,576;34,273;34,4;28,8;35,4;32,2;
711;LR-111689-901-Ninni-20180315-1-59-40,6;LR-111689-901-Ninni;LR;111689;901;Ninni;1;111689-901-Ninni-1;20180315;11;40,9;59;31,08456208;34,00720512;28,00230135;28,00001029;41,03656906;28,06712668;28,07863957;28,11138559;0,449260113;0,603498916;-0,012820726;-0,000857143;-0,819867264;-0,069175164;0,074859848;0,089049583;0,482142857;0,689285714;-0,012821429;-0,000857143;-1,071428571;-0,069285714;0,075;0,089285714;13,5;19,3;-0,359;-0,024;-30;-1,94;2,1;2,5;28;29;1;3;0,5;3,98;1,88;0,08;2,02;619;649;0,108;0,132;33,731;34,09;36,7;17,4;34,2;20,7;
714;LR-112241-12-Lakkakakku-20171030-2-41-56,7;LR-112241-12-Lakkakakku;LR;112241;12;Lakkakakku;2;112241-12-Lakkakakku-2;20171030;44;55,5;41;16,0424437;14,67105995;13,00044861;13,00000465;19,84943324;13,00001538;13,00038461;13,00346108;0,626046522;0,481938252;-0,008307501;-0,000846154;-0,856705628;-0,00153846;0,007692156;0,023072828;0,723076923;0,523076923;-0,008307692;-0,000846154;-1,153846154;-0,001538462;0,007692308;0,023076923;9,4;6,8;-0,108;-0,011;-15;-0,02;0,1;0,3;13;27;14;4,6;4,3;5,76;5,66;0,27;0,29;730;745;0,101;0,112;32,967;33,075;55,5;48,7;57;47,6;
726;LR-112241-325-Kuntosali-20170828-3-36-32,5;LR-112241-325-Kuntosali;LR;112241;325;Kuntosali;3;112241-325-Kuntosali-3;20170828;35;33,2;36;15,69745202;15,97779709;14,28634719;14,00012857;49,04079934;14,00000357;14,35219844;14,00321392;0,469345553;0,502843211;-0,200552895;0,004285688;1,281292655;-0,000714286;0,221994206;0,021425292;0,507142857;0,55;-0,203285714;0,004285714;3,357142857;-0,000714286;0,225714286;0,021428571;7,1;7,7;-2,846;0,06;47;-0,01;3,16;0,3;14;22;8;3;2,7;8,61;5,45;0,14;0,15;738;691;0,264;0,204;35,322;38,168;32,9;25,2;33,6;26,5;
727;LR-112241-329-LankaKerÃ¤-20161205-2-102-44;LR-112241-329-LankaKerÃ¤;LR;112241;329;LankaKerÃ¤;2;112241-329-LankaKerÃ¤-2;20161205;50;45,7;102;45,05873944;45,05873944;45,01245918;45,00000134;46,09772229;45;45,00245438;45,00399982;-0,051066674;0,051066674;-0,02352899;0,000244444;-0,218668946;0;0,010444065;0,013332543;-0,051111111;0,051111111;-0,023533333;0,000244444;-0,222222222;0;0,010444444;0,013333333;-2,3;2,3;-1,059;0,011;-10;0;0,47;0,6;45;64;19;3;2,4;7,06;6,59;0,12;0,12;815;825;0,157;0,146;35,816;36,875;44,3;42;43;45,3;
748;LR-112959-615-Irina-20171011-2-51-29,3;LR-112959-615-Irina;LR;112959;615;Irina;2;112959-615-Irina-2;20171011;41;31,1;51;23,08679276;24,48591432;23,00984418;23,00005009;24,35159132;23,01095609;23,05352251;23,00086955;0,086738339;0,350166676;0,029252523;0,002086953;-0,334736837;0,030859765;0,068155143;0,008695433;0,086956522;0,365217391;0,02926087;0,002086957;-0,347826087;0,030869565;0,06826087;0,008695652;2;8,4;0,673;0,048;-8;0,71;1,57;0,2;23;30;7;2,9;2,7;6,15;4,58;0,81;0,1;614;622;0,216;0,168;27,835;27,162;30,6;22,2;31,1;29,1;
758;LR-112959-746--20170810-2-55-43,9;LR-112959-746-;LR;112959;746;;2;112959-746--2;20170810;32;42,7;55;23,22154172;23,62541005;23,02487568;23,00000313;29,20616373;23,00017609;23,00010652;23,00021739;-0,13824299;-0,230605936;0,046488221;0,000521739;-0,664046163;0,003913024;-0,003043469;-0,004347799;-0,139130435;-0,234782609;0,046521739;0,000521739;-0,782608696;0,003913043;-0,003043478;-0,004347826;-3,2;-5,4;1,07;0,012;-18;0,09;-0,07;-0,1;23;35;12;3;3,1;5,44;5,51;0,2;0,11;675;693;0,156;0,144;23,48;22,41;31,8;37,2;35,6;38,8;
768;LR-112959-854-Madonna-20170531-1-56-29,1;LR-112959-854-Madonna;LR;112959;854;Madonna;1;112959-854-Madonna-1;20170531;22;29;56;33,7259544;33,39520924;28,1668195;28,00014787;31,30495168;28,05525976;28,11049804;28,0016071;0,591292065;0,576375221;0,108889019;-0,003249989;-0,463647609;-0,062774555;0,088695253;0,010713876;0,671428571;0,65;0,109321429;-0,00325;-0,5;-0,062857143;0,088928571;0,010714286;18,8;18,2;3,061;-0,091;-14;-1,76;2,49;0,3;28;29;1;3,3;3;4,58;2,09;0,11;1,87;403;417;0,17;0,261;18,829;15,768;26,1;7,9;26,7;7,9;
771;LR-113147-286-HUIKKU-20171016-5-47-45,4;LR-113147-286-HUIKKU;LR;113147;286;HUIKKU;5;113147-286-HUIKKU-5;20171016;42;46,2;47;23,43608329;23,64846718;23,01611003;23,00000263;73,68174808;23,0000087;23,00026304;23,00086955;0,193211484;0,234722612;0,037417311;-0,000478261;1,253337592;0,000869565;-0,004782572;0,008695433;0,195652174;0,239130435;0,037434783;-0,000478261;3,043478261;0,000869565;-0,004782609;0,008695652;4,5;5,5;0,861;-0,011;70;0,02;-0,11;0,2;23;44;21;3,9;3,7;4,23;4,34;0,1;0,08;606;536;0,093;0,104;32,227;31,366;46;40,5;46,4;41,9;
781;LR-113183-590-590 ESUEDE 71-20170220-5-83-51,9;LR-113183-590-590 ESUEDE 71;LR;113183;590;590 ESUEDE 71;5;113183-590-590 ESUEDE 71-5;20170220;8;53,7;83;33,50582039;38,58756276;33,01141354;33,00001024;46,66904756;33,00015151;33,00242415;33,06675067;0,173980636;0,544863915;-0,026296967;-0,000787879;-0,785398163;-0,003030294;-0,012120619;0,063550671;0,175757576;0,606060606;-0,02630303;-0,000787879;-1;-0,003030303;-0,012121212;0,063636364;5,8;20;-0,868;-0,026;-33;-0,1;-0,4;2,1;33;42;9;4,1;2;5,29;5,69;0,09;0,19;669;702;0,116;0,142;32,044;32,912;51,7;31,7;43,3;37,5;
790;LR-113183-715-715 JALDA 67-20171016-3-77-49;LR-113183-715-715 JALDA 67;LR;113183;715;715 JALDA 67;3;113183-715-715 JALDA 67-3;20171016;42;48,5;77;50,38491838;47,44565312;37,00650802;37,00067805;125,574679;37,0381209;37,08708131;37,01634774;0,746092575;0,67638676;0,018754558;-0,00605398;1,271711915;-0,045374241;0,068541114;0,029720975;0,924324324;0,802702703;0,018756757;-0,006054054;3,243243243;-0,045405405;0,068648649;0,02972973;34,2;29,7;0,694;-0,224;120;-1,68;2,54;1,1;37;51;14;3,4;2,3;6,5;3,96;0,13;1,81;765;645;0,139;0,363;32,853;32,159;45,7;16;45,5;11,3;
796;LR-113183-736-736 KULTA 31-20170418-3-92-43,9;LR-113183-736-736 KULTA 31;LR;113183;736;736 KULTA 31;3;113183-736-736 KULTA 31-3;20170418;16;43,5;92;30,02015989;30,44733157;30,00403413;30,00000202;42,42640687;30,00000167;30,00725912;30,00266655;0,036650248;0,171628068;0,01639853;0,000366667;0,785398163;0,000333333;0,021996452;-0,013332543;0,036666667;0,173333333;0,0164;0,000366667;1;0,000333333;0,022;-0,013333333;1,1;5,2;0,492;0,011;30;0,01;0,66;-0,4;30;65;35;3,9;4,3;5,06;4,4;0,09;0,08;681;651;0,113;0,102;32,475;31,983;43,5;38,3;44,1;43;
802;LR-113183-774-774 LETTU 29-20170322-2-76-36;LR-113183-774-774 LETTU 29;LR;113183;774;774 LETTU 29;2;113183-774-774 LETTU 29-2;20170322;12;36,2;76;42,06376113;42,01951927;41,00004538;41,00000488;41,0487515;41,00000488;41,01009754;41,0004878;0,225373332;0,220733992;-0,001487804;-0,000487805;0,048741851;0,000487805;0,022191478;0,00487801;0,229268293;0,224390244;-0,001487805;-0,000487805;0,048780488;0,000487805;0,022195122;0,004878049;9,4;9,2;-0,061;-0,02;2;0,02;0,91;0,2;41;46;5;3,4;3,2;4,14;3,23;0,07;0,05;643;641;0,119;0,139;31,983;32,044;33,4;24,2;34,6;25,2;
810;LR-113183-818-818 LUPULI 128-20170322-1-98-29,7;LR-113183-818-818 LUPULI 128;LR;113183;818;818 LUPULI 128;1;113183-818-818 LUPULI 128-1;20170322;12;30,9;98;41,0004878;41;41,00004538;41,00002255;53,90732789;41,00001951;41,02321782;41,01475344;0,00487801;0;-0,001487804;-0,00104878;-0,706614202;-0,000975609;-0,033645835;-0,026822834;0,004878049;0;-0,001487805;-0,00104878;-0,853658537;-0,00097561;-0,033658537;-0,026829268;0,2;0;-0,061;-0,043;-35;-0,04;-1,38;-1,1;41;68;27;3;4,1;4,24;5,62;0,13;0,17;525;560;0,147;0,19;31,983;32,044;29,4;29,4;30,3;30,1;
